scenario,protocol,n_agents,run,denm_pdr,denm_ddl,bsm_pdr,emerg_p99,latency_p99,mean_cbr
urban,QDAP,100,12,0.75275,0.75275,0.60164,2.960,11.129,0.4907
urban,QDAP,100,13,0.87424,0.87424,0.58717,2.869,11.130,0.4747
urban,QDAP,100,14,0.90575,0.90575,0.67375,2.660,11.326,0.4693
urban,QDAP,100,15,0.88127,0.88127,0.66006,2.819,11.331,0.4800
urban,QDAP,100,16,0.50963,0.50963,0.63984,2.991,11.420,0.4853
urban,QDAP,100,17,0.80403,0.80403,0.63464,2.876,11.307,0.4907
urban,QDAP,100,18,0.72811,0.72811,0.61934,2.800,10.820,0.4480
urban,QDAP,100,19,0.70431,0.70431,0.60061,2.908,11.148,0.4587
urban,QDAP-noFEC,100,0,0.63810,0.63810,0.57435,2.907,11.360,0.4907
urban,QDAP-noFEC,100,1,0.85054,0.85054,0.62413,2.876,11.141,0.5013
urban,QDAP-noFEC,100,2,0.63745,0.63745,0.64015,2.804,11.287,0.4800
urban,QDAP-noFEC,100,3,0.54610,0.54610,0.60256,2.902,11.363,0.5067
urban,QDAP-noFEC,100,4,0.67376,0.67376,0.63201,2.637,11.411,0.5067
urban,QDAP-noFEC,100,5,0.74138,0.74138,0.58560,2.826,11.264,0.4693
urban,QDAP-noFEC,100,6,0.42428,0.42428,0.57176,2.974,11.336,0.4960
urban,QDAP-noFEC,100,7,0.71098,0.71098,0.64603,2.638,11.254,0.4747
urban,QDAP-noFEC,100,8,0.69304,0.69304,0.63616,2.963,11.203,0.4907
urban,QDAP-noFEC,100,9,0.69487,0.69487,0.65690,2.759,11.501,0.4907
urban,QDAP-noFEC,100,10,0.61219,0.61219,0.62145,2.741,11.116,0.5013
urban,QDAP-noFEC,100,11,0.59263,0.59263,0.58200,3.030,11.209,0.5120
urban,QDAP-noFEC,100,12,0.68535,0.68535,0.57909,2.708,11.139,0.4907
urban,QDAP-noFEC,100,13,0.82348,0.82348,0.56456,2.950,11.120,0.4747
urban,QDAP-noFEC,100,14,0.86169,0.86169,0.65437,2.885,11.308,0.4693
urban,QDAP-noFEC,100,15,0.81610,0.81610,0.64003,2.683,11.266,0.4800
urban,QDAP-noFEC,100,16,0.41815,0.41815,0.61936,2.864,11.427,0.4853
urban,QDAP-noFEC,100,17,0.75018,0.75018,0.61351,2.789,11.309,0.4907
urban,QDAP-noFEC,100,18,0.66707,0.66707,0.59777,3.104,10.784,0.4480
urban,QDAP-noFEC,100,19,0.63373,0.63373,0.57855,2.962,11.187,0.4587
urban,QDAP-noSched,100,0,0.71429,0.71429,0.59739,9.012,9.570,0.4907
urban,QDAP-noSched,100,1,0.90681,0.90681,0.64587,9.585,9.566,0.5013
urban,QDAP-noSched,100,2,0.70375,0.70375,0.66022,9.237,9.590,0.4800
urban,QDAP-noSched,100,3,0.62128,0.62128,0.62445,9.714,9.567,0.5067
urban,QDAP-noSched,100,4,0.73830,0.73830,0.65237,9.211,9.616,0.5067
urban,QDAP-noSched,100,5,0.80575,0.80575,0.60849,8.998,9.556,0.4693
urban,QDAP-noSched,100,6,0.51341,0.51341,0.59383,9.645,9.593,0.4960
urban,QDAP-noSched,100,7,0.77500,0.77500,0.66664,9.649,9.574,0.4747
urban,QDAP-noSched,100,8,0.75495,0.75495,0.65565,9.695,9.545,0.4907
urban,QDAP-noSched,100,9,0.76264,0.76264,0.67684,10.052,9.613,0.4907
urban,QDAP-noSched,100,10,0.67563,0.67563,0.64104,9.535,9.575,0.5013
urban,QDAP-noSched,100,11,0.65930,0.65930,0.60456,9.080,9.602,0.5120
urban,QDAP-noSched,100,12,0.75275,0.75275,0.60164,9.973,9.583,0.4907
urban,QDAP-noSched,100,13,0.87424,0.87424,0.58717,9.995,9.596,0.4747
urban,QDAP-noSched,100,14,0.90575,0.90575,0.67375,8.959,9.574,0.4693
urban,QDAP-noSched,100,15,0.88127,0.88127,0.66006,9.245,9.600,0.4800
urban,QDAP-noSched,100,16,0.50963,0.50963,0.63984,10.150,9.594,0.4853
urban,QDAP-noSched,100,17,0.80403,0.80403,0.63464,9.556,9.567,0.4907
urban,QDAP-noSched,100,18,0.72811,0.72811,0.61934,9.703,9.545,0.4480
urban,QDAP-noSched,100,19,0.70431,0.70431,0.60061,9.554,9.537,0.4587
urban,QDAP-noDelta,100,0,0.71429,0.71429,0.59739,2.688,7.503,0.4907
urban,QDAP-noDelta,100,1,0.90681,0.90681,0.64587,2.906,8.497,0.5013
urban,QDAP-noDelta,100,2,0.70375,0.70375,0.66022,2.733,7.817,0.4800
urban,QDAP-noDelta,100,3,0.62128,0.62128,0.62445,2.695,7.711,0.5067
urban,QDAP-noDelta,100,4,0.73830,0.73830,0.65237,2.907,7.890,0.5067
urban,QDAP-noDelta,100,5,0.80575,0.80575,0.60849,2.868,7.709,0.4693
urban,QDAP-noDelta,100,6,0.51341,0.51341,0.59383,2.833,7.719,0.4960
urban,QDAP-noDelta,100,7,0.77500,0.77500,0.66664,2.780,7.502,0.4747
urban,QDAP-noDelta,100,8,0.75495,0.75495,0.65565,2.882,8.133,0.4907
urban,QDAP-noDelta,100,9,0.76264,0.76264,0.67684,2.881,7.158,0.4907
urban,QDAP-noDelta,100,10,0.67563,0.67563,0.64104,2.900,8.535,0.5013
urban,QDAP-noDelta,100,11,0.65930,0.65930,0.60456,2.704,8.550,0.5120
urban,QDAP-noDelta,100,12,0.75275,0.75275,0.60164,2.960,8.506,0.4907
urban,QDAP-noDelta,100,13,0.87424,0.87424,0.58717,2.869,8.201,0.4747
urban,QDAP-noDelta,100,14,0.90575,0.90575,0.67375,2.660,7.242,0.4693
urban,QDAP-noDelta,100,15,0.88127,0.88127,0.66006,2.819,7.548,0.4800
urban,QDAP-noDelta,100,16,0.50963,0.50963,0.63984,2.991,7.229,0.4853
urban,QDAP-noDelta,100,17,0.80403,0.80403,0.63464,2.876,7.809,0.4907
urban,QDAP-noDelta,100,18,0.72811,0.72811,0.61934,2.800,8.594,0.4480
urban,QDAP-noDelta,100,19,0.70431,0.70431,0.60061,2.908,7.678,0.4587
urban,QDAP-noGhost,100,0,0.72308,0.72234,0.59749,22.711,25.677,0.4907
urban,QDAP-noGhost,100,1,0.90573,0.90358,0.64617,27.786,25.940,0.5013
urban,QDAP-noGhost,100,2,0.70861,0.70749,0.65991,24.237,25.731,0.4800
urban,QDAP-noGhost,100,3,0.61915,0.61702,0.62439,32.588,25.644,0.5067
urban,QDAP-noGhost,100,4,0.75709,0.75496,0.65254,24.862,25.761,0.5067
urban,QDAP-noGhost,100,5,0.80536,0.80498,0.60846,17.788,25.784,0.4693
urban,QDAP-noGhost,100,6,0.50145,0.50000,0.59393,22.252,25.848,0.4960
urban,QDAP-noGhost,100,7,0.76591,0.76553,0.66690,21.510,25.827,0.4747
urban,QDAP-noGhost,100,8,0.76227,0.76117,0.65532,24.894,26.129,0.4907
urban,QDAP-noGhost,100,9,0.77216,0.77070,0.67751,28.703,25.595,0.4907
urban,QDAP-noGhost,100,10,0.68566,0.68423,0.64133,23.159,26.172,0.5013
urban,QDAP-noGhost,100,11,0.66035,0.65965,0.60483,23.993,26.028,0.5120
urban,QDAP-noGhost,100,12,0.76886,0.76777,0.60187,22.869,25.810,0.4907
urban,QDAP-noGhost,100,13,0.87235,0.87121,0.58719,24.905,25.761,0.4747
urban,QDAP-noGhost,100,14,0.90536,0.90345,0.67362,25.811,25.690,0.4693
urban,QDAP-noGhost,100,15,0.86816,0.86704,0.66033,22.691,25.672,0.4800
urban,QDAP-noGhost,100,16,0.49000,0.48889,0.63992,24.392,25.618,0.4853
urban,QDAP-noGhost,100,17,0.79231,0.79121,0.63457,25.789,25.983,0.4907
urban,QDAP-noGhost,100,18,0.73092,0.72932,0.61966,20.643,25.991,0.4480
urban,QDAP-noGhost,100,19,0.70549,0.70471,0.60053,23.563,25.825,0.4587
highway,QDAP,25,0,0.44776,0.44776,0.37436,2.796,9.499,0.1333
highway,QDAP,25,1,0.49852,0.49852,0.38472,2.814,9.580,0.1333
highway,QDAP,25,2,0.44745,0.44745,0.38678,3.009,9.781,0.1333
highway,QDAP,25,3,0.46356,0.46356,0.37691,2.364,9.230,0.1333
highway,QDAP,25,4,0.45869,0.45869,0.37756,2.996,9.676,0.1333
highway,QDAP,25,5,0.43491,0.43491,0.36778,2.783,9.587,0.1333
highway,QDAP,25,6,0.44898,0.44898,0.38945,2.546,9.728,0.1333
highway,QDAP,25,7,0.44910,0.44910,0.35831,2.425,9.199,0.1333
highway,QDAP,25,8,0.46084,0.46084,0.38236,2.608,9.747,0.1333
highway,QDAP,25,9,0.44073,0.44073,0.38050,2.558,9.452,0.1333
highway,QDAP,25,10,0.39535,0.39535,0.37015,2.795,9.745,0.1333
highway,QDAP,25,11,0.44868,0.44868,0.39087,2.999,9.703,0.1333
highway,QDAP,25,12,0.46628,0.46628,0.37410,3.022,9.566,0.1333
highway,QDAP,25,13,0.43119,0.43119,0.37596,2.827,9.734,0.1333
highway,QDAP,25,14,0.40056,0.40056,0.37458,3.121,9.914,0.1333
highway,QDAP,25,15,0.45161,0.45161,0.37919,2.161,9.508,0.1333
highway,QDAP,25,16,0.44970,0.44970,0.38328,3.223,9.864,0.1333
highway,QDAP,25,17,0.45614,0.45614,0.38091,2.943,9.567,0.1333
highway,QDAP,25,18,0.46591,0.46591,0.37141,2.504,9.304,0.1333
highway,QDAP,25,19,0.44776,0.44776,0.37258,2.963,9.648,0.1333
highway,QDAP-noFEC,25,0,0.39701,0.39701,0.35945,2.248,9.419,0.1333
highway,QDAP-noFEC,25,1,0.43323,0.43323,0.36996,3.208,9.353,0.1333
highway,QDAP-noFEC,25,2,0.42042,0.42042,0.37191,2.434,9.504,0.1333
highway,QDAP-noFEC,25,3,0.45190,0.45190,0.36073,2.954,9.408,0.1333
highway,QDAP-noFEC,25,4,0.39316,0.39316,0.36128,2.797,9.506,0.1333
highway,QDAP-noFEC,25,5,0.39941,0.39941,0.35194,3.180,9.189,0.1333
highway,QDAP-noFEC,25,6,0.42274,0.42274,0.37050,2.584,9.570,0.1333
highway,QDAP-noFEC,25,7,0.37725,0.37725,0.33963,2.693,9.134,0.1333
highway,QDAP-noFEC,25,8,0.41566,0.41566,0.36434,2.995,9.596,0.1333
highway,QDAP-noFEC,25,9,0.37386,0.37386,0.36683,3.188,9.911,0.1333
highway,QDAP-noFEC,25,10,0.36337,0.36337,0.35712,2.827,9.383,0.1333
highway,QDAP-noFEC,25,11,0.38416,0.38416,0.37309,2.501,10.063,0.1333
highway,QDAP-noFEC,25,12,0.44575,0.44575,0.35964,2.267,9.556,0.1333
highway,QDAP-noFEC,25,13,0.37003,0.37003,0.36132,2.591,9.651,0.1333
highway,QDAP-noFEC,25,14,0.34734,0.34734,0.36048,3.299,9.781,0.1333
highway,QDAP-noFEC,25,15,0.39296,0.39296,0.35845,2.298,9.567,0.1333
highway,QDAP-noFEC,25,16,0.42308,0.42308,0.36831,2.368,9.738,0.1333
highway,QDAP-noFEC,25,17,0.38889,0.38889,0.36730,2.117,9.490,0.1333
highway,QDAP-noFEC,25,18,0.43466,0.43466,0.35705,2.671,9.414,0.1333
highway,QDAP-noFEC,25,19,0.42090,0.42090,0.35495,2.597,9.507,0.1333
highway,QDAP-noSched,25,0,0.44776,0.44776,0.37436,8.814,9.550,0.1333
highway,QDAP-noSched,25,1,0.49852,0.49852,0.38472,9.561,9.483,0.1333
highway,QDAP-noSched,25,2,0.44745,0.44745,0.38678,11.120,9.681,0.1333
highway,QDAP-noSched,25,3,0.46356,0.46356,0.37691,7.725,9.412,0.1333
highway,QDAP-noSched,25,4,0.45869,0.45869,0.37756,9.710,9.776,0.1333
highway,QDAP-noSched,25,5,0.43491,0.43491,0.36778,9.772,9.689,0.1333
highway,QDAP-noSched,25,6,0.44898,0.44898,0.38945,8.876,9.743,0.1333
highway,QDAP-noSched,25,7,0.44910,0.44910,0.35831,8.913,9.440,0.1333
highway,QDAP-noSched,25,8,0.46084,0.46084,0.38236,8.595,9.778,0.1333
highway,QDAP-noSched,25,9,0.44073,0.44073,0.38050,9.579,9.403,0.1333
highway,QDAP-noSched,25,10,0.39535,0.39535,0.37015,9.839,9.650,0.1333
highway,QDAP-noSched,25,11,0.44868,0.44868,0.39087,9.656,9.624,0.1333
highway,QDAP-noSched,25,12,0.46628,0.46628,0.37410,8.612,9.629,0.1333
highway,QDAP-noSched,25,13,0.43119,0.43119,0.37596,10.320,9.760,0.1333
highway,QDAP-noSched,25,14,0.40056,0.40056,0.37458,10.141,9.943,0.1333
highway,QDAP-noSched,25,15,0.45161,0.45161,0.37919,7.867,9.467,0.1333
highway,QDAP-noSched,25,16,0.44970,0.44970,0.38328,12.052,9.665,0.1333
highway,QDAP-noSched,25,17,0.45614,0.45614,0.38091,9.554,9.476,0.1333
highway,QDAP-noSched,25,18,0.46591,0.46591,0.37141,6.924,9.320,0.1333
highway,QDAP-noSched,25,19,0.44776,0.44776,0.37258,8.611,9.646,0.1333
highway,QDAP-noDelta,25,0,0.44776,0.44776,0.37436,2.796,6.642,0.1333
highway,QDAP-noDelta,25,1,0.49852,0.49852,0.38472,2.814,5.900,0.1333
highway,QDAP-noDelta,25,2,0.44745,0.44745,0.38678,3.009,5.553,0.1333
highway,QDAP-noDelta,25,3,0.46356,0.46356,0.37691,2.364,6.686,0.1333
highway,QDAP-noDelta,25,4,0.45869,0.45869,0.37756,2.996,6.391,0.1333
highway,QDAP-noDelta,25,5,0.43491,0.43491,0.36778,2.783,6.694,0.1333
highway,QDAP-noDelta,25,6,0.44898,0.44898,0.38945,2.546,6.036,0.1333
highway,QDAP-noDelta,25,7,0.44910,0.44910,0.35831,2.425,7.359,0.1333
highway,QDAP-noDelta,25,8,0.46084,0.46084,0.38236,2.608,6.607,0.1333
highway,QDAP-noDelta,25,9,0.44073,0.44073,0.38050,2.558,5.694,0.1333
highway,QDAP-noDelta,25,10,0.39535,0.39535,0.37015,2.795,6.090,0.1333
highway,QDAP-noDelta,25,11,0.44868,0.44868,0.39087,2.999,5.689,0.1333
highway,QDAP-noDelta,25,12,0.46628,0.46628,0.37410,3.022,6.206,0.1333
highway,QDAP-noDelta,25,13,0.43119,0.43119,0.37596,2.827,6.329,0.1333
highway,QDAP-noDelta,25,14,0.40056,0.40056,0.37458,3.121,6.373,0.1333
highway,QDAP-noDelta,25,15,0.45161,0.45161,0.37919,2.161,6.201,0.1333
highway,QDAP-noDelta,25,16,0.44970,0.44970,0.38328,3.223,5.458,0.1333
highway,QDAP-noDelta,25,17,0.45614,0.45614,0.38091,2.943,6.170,0.1333
highway,QDAP-noDelta,25,18,0.46591,0.46591,0.37141,2.504,6.261,0.1333
highway,QDAP-noDelta,25,19,0.44776,0.44776,0.37258,2.963,6.410,0.1333
highway,QDAP-noGhost,25,0,0.42985,0.42985,0.37353,30.906,24.333,0.1333
highway,QDAP-noGhost,25,1,0.45697,0.45697,0.38540,23.443,23.967,0.1333
highway,QDAP-noGhost,25,2,0.44745,0.44745,0.38680,20.765,25.618,0.1333
highway,QDAP-noGhost,25,3,0.48980,0.48980,0.37768,32.508,24.014,0.1333
highway,QDAP-noGhost,25,4,0.45299,0.45299,0.38152,17.816,25.697,0.1333
highway,QDAP-noGhost,25,5,0.47337,0.47337,0.36656,23.935,23.835,0.1333
highway,QDAP-noGhost,25,6,0.45481,0.45190,0.38808,25.088,24.971,0.1333
highway,QDAP-noGhost,25,7,0.45808,0.45808,0.35643,12.851,25.178,0.1333
highway,QDAP-noGhost,25,8,0.46988,0.46988,0.38203,26.062,26.505,0.1333
highway,QDAP-noGhost,25,9,0.44681,0.44681,0.38170,12.514,23.890,0.1333
highway,QDAP-noGhost,25,10,0.40407,0.40407,0.37209,15.679,27.839,0.1333
highway,QDAP-noGhost,25,11,0.44575,0.44575,0.39097,15.277,24.262,0.1333
highway,QDAP-noGhost,25,12,0.45748,0.45748,0.37362,16.870,24.848,0.1333
highway,QDAP-noGhost,25,13,0.42508,0.42508,0.37700,12.366,24.291,0.1333
highway,QDAP-noGhost,25,14,0.42297,0.42297,0.37396,21.694,24.960,0.1333
highway,QDAP-noGhost,25,15,0.44282,0.43988,0.37516,31.414,26.052,0.1333
highway,QDAP-noGhost,25,16,0.45266,0.45266,0.38353,16.766,25.901,0.1333
highway,QDAP-noGhost,25,17,0.45906,0.45906,0.38016,24.972,24.826,0.1333
highway,QDAP-noGhost,25,18,0.46591,0.46307,0.37187,37.786,24.750,0.1333
highway,QDAP-noGhost,25,19,0.47164,0.46866,0.37181,19.102,25.701,0.1333
highway,QDAP,50,0,0.45429,0.45429,0.39590,2.711,9.614,0.2667
highway,QDAP,50,1,0.40499,0.40499,0.40413,2.728,9.841,0.2667
highway,QDAP,50,2,0.44907,0.44907,0.40572,2.954,9.917,0.2667
highway,QDAP,50,3,0.41935,0.41935,0.39327,2.903,9.728,0.2667
highway,QDAP,50,4,0.45876,0.45876,0.39600,2.609,9.899,0.2667
highway,QDAP,50,5,0.43872,0.43872,0.39390,2.563,9.596,0.2667
highway,QDAP,50,6,0.41463,0.41463,0.40050,2.725,9.954,0.2667
highway,QDAP,50,7,0.45455,0.45455,0.39504,2.681,9.495,0.2667
highway,QDAP,50,8,0.43533,0.43533,0.39327,2.674,9.648,0.2667
highway,QDAP,50,9,0.41033,0.41033,0.39786,2.357,9.892,0.2667
highway,QDAP,50,10,0.41467,0.41467,0.39849,2.749,9.877,0.2667
highway,QDAP,50,11,0.44070,0.44070,0.40323,2.591,9.909,0.2667
highway,QDAP,50,12,0.39890,0.39890,0.38755,2.794,9.563,0.2667
highway,QDAP,50,13,0.40831,0.40831,0.38887,3.086,9.811,0.2667
highway,QDAP,50,14,0.39390,0.39390,0.39913,2.805,9.907,0.2667
highway,QDAP,50,15,0.41326,0.41326,0.39465,2.546,9.718,0.2667
highway,QDAP,50,16,0.44913,0.44913,0.40365,3.244,10.068,0.2667
highway,QDAP,50,17,0.38409,0.38409,0.39353,3.106,9.710,0.2667
highway,QDAP,50,18,0.45022,0.45022,0.39575,2.523,9.800,0.2667
highway,QDAP,50,19,0.43759,0.43759,0.39667,2.920,9.857,0.2667
highway,QDAP-noFEC,50,0,0.40714,0.40714,0.38302,2.927,9.810,0.2667
highway,QDAP-noFEC,50,1,0.36477,0.36477,0.38990,2.802,9.890,0.2667
highway,QDAP-noFEC,50,2,0.41463,0.41463,0.39188,2.664,9.865,0.2667
highway,QDAP-noFEC,50,3,0.40954,0.40954,0.38175,2.684,9.813,0.2667
highway,QDAP-noFEC,50,4,0.41389,0.41389,0.38252,2.823,9.833,0.2667
highway,QDAP-noFEC,50,5,0.39833,0.39833,0.38147,2.981,9.625,0.2667
highway,QDAP-noFEC,50,6,0.38164,0.38164,0.38686,2.609,10.006,0.2667
highway,QDAP-noFEC,50,7,0.43290,0.43290,0.38019,3.120,9.546,0.2667
highway,QDAP-noFEC,50,8,0.41586,0.41586,0.38104,2.729,9.734,0.2667
highway,QDAP-noFEC,50,9,0.36685,0.36685,0.38611,2.736,9.692,0.2667
highway,QDAP-noFEC,50,10,0.38400,0.38400,0.38497,3.109,9.781,0.2667
highway,QDAP-noFEC,50,11,0.40996,0.40996,0.38947,2.643,9.910,0.2667
highway,QDAP-noFEC,50,12,0.35901,0.35901,0.37606,2.638,9.692,0.2667
highway,QDAP-noFEC,50,13,0.36246,0.36246,0.37640,2.625,9.768,0.2667
highway,QDAP-noFEC,50,14,0.36477,0.36477,0.38724,2.701,9.897,0.2667
highway,QDAP-noFEC,50,15,0.39210,0.39210,0.38352,2.642,9.835,0.2667
highway,QDAP-noFEC,50,16,0.41279,0.41279,0.39065,2.532,10.084,0.2667
highway,QDAP-noFEC,50,17,0.35528,0.35528,0.37985,2.890,9.709,0.2667
highway,QDAP-noFEC,50,18,0.42280,0.42280,0.38411,2.842,9.804,0.2667
highway,QDAP-noFEC,50,19,0.38569,0.38569,0.38287,2.877,9.732,0.2667
highway,QDAP-noSched,50,0,0.45429,0.45429,0.39590,8.984,9.471,0.2667
highway,QDAP-noSched,50,1,0.40499,0.40499,0.40413,8.270,9.585,0.2667
highway,QDAP-noSched,50,2,0.44907,0.44907,0.40572,8.939,9.508,0.2667
highway,QDAP-noSched,50,3,0.41935,0.41935,0.39327,7.823,9.526,0.2667
highway,QDAP-noSched,50,4,0.45876,0.45876,0.39600,9.249,9.720,0.2667
highway,QDAP-noSched,50,5,0.43872,0.43872,0.39390,8.387,9.501,0.2667
highway,QDAP-noSched,50,6,0.41463,0.41463,0.40050,9.021,9.619,0.2667
highway,QDAP-noSched,50,7,0.45455,0.45455,0.39504,8.492,9.466,0.2667
highway,QDAP-noSched,50,8,0.43533,0.43533,0.39327,9.018,9.461,0.2667
highway,QDAP-noSched,50,9,0.41033,0.41033,0.39786,6.717,9.687,0.2667
highway,QDAP-noSched,50,10,0.41467,0.41467,0.39849,9.920,9.677,0.2667
highway,QDAP-noSched,50,11,0.44070,0.44070,0.40323,8.747,9.603,0.2667
highway,QDAP-noSched,50,12,0.39890,0.39890,0.38755,9.701,9.566,0.2667
highway,QDAP-noSched,50,13,0.40831,0.40831,0.38887,10.330,9.686,0.2667
highway,QDAP-noSched,50,14,0.39390,0.39390,0.39913,10.394,9.601,0.2667
highway,QDAP-noSched,50,15,0.41326,0.41326,0.39465,8.342,9.445,0.2667
highway,QDAP-noSched,50,16,0.44913,0.44913,0.40365,11.007,9.699,0.2667
highway,QDAP-noSched,50,17,0.38409,0.38409,0.39353,9.658,9.595,0.2667
highway,QDAP-noSched,50,18,0.45022,0.45022,0.39575,9.030,9.530,0.2667
highway,QDAP-noSched,50,19,0.43759,0.43759,0.39667,9.348,9.693,0.2667
highway,QDAP-noDelta,50,0,0.45429,0.45429,0.39590,2.711,6.759,0.2667
highway,QDAP-noDelta,50,1,0.40499,0.40499,0.40413,2.728,6.170,0.2667
highway,QDAP-noDelta,50,2,0.44907,0.44907,0.40572,2.954,5.595,0.2667
highway,QDAP-noDelta,50,3,0.41935,0.41935,0.39327,2.903,6.515,0.2667
highway,QDAP-noDelta,50,4,0.45876,0.45876,0.39600,2.609,6.566,0.2667
highway,QDAP-noDelta,50,5,0.43872,0.43872,0.39390,2.563,6.877,0.2667
highway,QDAP-noDelta,50,6,0.41463,0.41463,0.40050,2.725,6.036,0.2667
highway,QDAP-noDelta,50,7,0.45455,0.45455,0.39504,2.681,7.087,0.2667
highway,QDAP-noDelta,50,8,0.43533,0.43533,0.39327,2.674,6.682,0.2667
highway,QDAP-noDelta,50,9,0.41033,0.41033,0.39786,2.357,6.355,0.2667
highway,QDAP-noDelta,50,10,0.41467,0.41467,0.39849,2.749,6.277,0.2667
highway,QDAP-noDelta,50,11,0.44070,0.44070,0.40323,2.591,6.004,0.2667
highway,QDAP-noDelta,50,12,0.39890,0.39890,0.38755,2.794,7.070,0.2667
highway,QDAP-noDelta,50,13,0.40831,0.40831,0.38887,3.086,6.928,0.2667
highway,QDAP-noDelta,50,14,0.39390,0.39390,0.39913,2.805,6.095,0.2667
highway,QDAP-noDelta,50,15,0.41326,0.41326,0.39465,2.546,6.460,0.2667
highway,QDAP-noDelta,50,16,0.44913,0.44913,0.40365,3.244,5.786,0.2667
highway,QDAP-noDelta,50,17,0.38409,0.38409,0.39353,3.106,6.737,0.2667
highway,QDAP-noDelta,50,18,0.45022,0.45022,0.39575,2.523,6.326,0.2667
highway,QDAP-noDelta,50,19,0.43759,0.43759,0.39667,2.920,6.795,0.2667
highway,QDAP-noGhost,50,0,0.43571,0.43429,0.39572,26.203,25.688,0.2667
highway,QDAP-noGhost,50,1,0.41331,0.41331,0.40360,17.043,26.189,0.2667
highway,QDAP-noGhost,50,2,0.45194,0.45194,0.40495,30.539,25.859,0.2667
highway,QDAP-noGhost,50,3,0.41515,0.41515,0.39553,9.391,25.300,0.2667
highway,QDAP-noGhost,50,4,0.47323,0.47033,0.39687,35.375,25.669,0.2667
highway,QDAP-noGhost,50,5,0.44290,0.44011,0.39415,16.077,25.226,0.2667
highway,QDAP-noGhost,50,6,0.41607,0.41320,0.40001,41.458,25.364,0.2667
highway,QDAP-noGhost,50,7,0.47186,0.47042,0.39361,21.776,25.792,0.2667
highway,QDAP-noGhost,50,8,0.44367,0.44367,0.39359,28.291,25.795,0.2667
highway,QDAP-noGhost,50,9,0.43342,0.43342,0.39859,6.466,25.291,0.2667
highway,QDAP-noGhost,50,10,0.41600,0.41467,0.39749,22.857,25.744,0.2667
highway,QDAP-noGhost,50,11,0.42167,0.42167,0.40286,17.550,25.567,0.2667
highway,QDAP-noGhost,50,12,0.41953,0.41816,0.38897,20.348,25.060,0.2667
highway,QDAP-noGhost,50,13,0.39112,0.39112,0.38965,18.784,25.513,0.2667
highway,QDAP-noGhost,50,14,0.40915,0.40915,0.39918,15.925,25.560,0.2667
highway,QDAP-noGhost,50,15,0.42172,0.42031,0.39581,16.182,25.224,0.2667
highway,QDAP-noGhost,50,16,0.43459,0.43459,0.40323,19.327,25.183,0.2667
highway,QDAP-noGhost,50,17,0.38272,0.38134,0.39393,33.660,26.057,0.2667
highway,QDAP-noGhost,50,18,0.46032,0.45743,0.39677,34.482,25.362,0.2667
highway,QDAP-noGhost,50,19,0.41655,0.41515,0.39564,22.298,26.937,0.2667
highway,QDAP,75,0,0.43547,0.43547,0.40865,2.803,9.959,0.4000
highway,QDAP,75,1,0.46547,0.46547,0.40838,2.681,10.165,0.4000
highway,QDAP,75,2,0.42514,0.42514,0.41788,2.871,10.237,0.4000
highway,QDAP,75,3,0.44374,0.44374,0.40711,2.807,10.058,0.4000
highway,QDAP,75,4,0.45455,0.45455,0.40552,3.030,9.953,0.4000
highway,QDAP,75,5,0.46161,0.46161,0.40456,3.117,9.960,0.4000
highway,QDAP,75,6,0.46970,0.46970,0.40745,3.004,10.117,0.4000
highway,QDAP,75,7,0.44936,0.44936,0.40747,2.738,10.034,0.4000
highway,QDAP,75,8,0.44755,0.44755,0.40759,2.900,10.088,0.4000
highway,QDAP,75,9,0.46255,0.46255,0.40792,2.704,10.144,0.4000
highway,QDAP,75,10,0.41791,0.41791,0.41100,2.604,10.184,0.4000
highway,QDAP,75,11,0.46530,0.46530,0.41324,2.993,10.081,0.4000
highway,QDAP,75,12,0.42642,0.42642,0.40594,2.544,9.982,0.4000
highway,QDAP,75,13,0.42575,0.42575,0.41068,2.609,10.136,0.4000
highway,QDAP,75,14,0.42818,0.42818,0.40945,2.967,10.089,0.4000
highway,QDAP,75,15,0.46319,0.46319,0.40750,2.650,10.073,0.4000
highway,QDAP,75,16,0.49606,0.49606,0.41412,2.613,10.251,0.4000
highway,QDAP,75,17,0.42844,0.42844,0.40195,2.776,9.949,0.4000
highway,QDAP,75,18,0.43935,0.43935,0.40857,2.935,10.135,0.4000
highway,QDAP,75,19,0.44197,0.44197,0.40775,3.045,10.043,0.4000
highway,QDAP-noFEC,75,0,0.41411,0.41411,0.39457,3.241,10.002,0.4000
highway,QDAP-noFEC,75,1,0.40965,0.40965,0.39498,3.081,10.058,0.4000
highway,QDAP-noFEC,75,2,0.39926,0.39926,0.40479,3.316,10.281,0.4000
highway,QDAP-noFEC,75,3,0.41379,0.41379,0.39508,3.061,10.126,0.4000
highway,QDAP-noFEC,75,4,0.42885,0.42885,0.39222,2.778,10.008,0.4000
highway,QDAP-noFEC,75,5,0.40379,0.40379,0.39142,2.619,9.889,0.4000
highway,QDAP-noFEC,75,6,0.44508,0.44508,0.39403,3.402,9.974,0.4000
highway,QDAP-noFEC,75,7,0.40700,0.40700,0.39480,2.769,10.025,0.4000
highway,QDAP-noFEC,75,8,0.41290,0.41290,0.39465,2.874,10.012,0.4000
highway,QDAP-noFEC,75,9,0.43165,0.43165,0.39481,2.689,10.160,0.4000
